Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
SK5 6PG,No,53.453450,-2.159583,389500,395200,SJ894951,Reddish North,"Stockport, unparished area",1995-12-01,1997-06-01,79,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PH,Yes,53.451508,-2.165883,389081,394985,SJ890949,Reddish North,"Stockport, unparished area",1980-01-01,,74,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PJ,No,53.448948,-2.165589,389100,394700,SJ890947,Reddish North,"Stockport, unparished area",1980-01-01,1995-07-01,75,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005887,Stockport 002A,E01005887,Stockport 002A
SK5 6PL,No,53.452822,-2.158858,389548,395130,SJ895951,Reddish North,"Stockport, unparished area",1996-12-01,1997-06-01,79,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PN,No,53.444707,-2.158014,389602,394227,SJ896942,Reddish North,"Stockport, unparished area",1996-12-01,1998-06-01,83,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6PP,Yes,53.450730,-2.157374,389646,394897,SJ896948,Reddish North,"Stockport, unparished area",1980-01-01,,79,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6PQ,Yes,53.450796,-2.161560,389368,394905,SJ893949,Reddish North,"Stockport, unparished area",2007-07-01,,78,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PR,No,53.449857,-2.158063,389600,394800,SJ896948,Reddish North,"Stockport, unparished area",1980-01-01,1990-12-01,79,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PS,No,53.449857,-2.158063,389600,394800,SJ896948,Reddish North,"Stockport, unparished area",1980-01-01,1995-01-01,79,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PT,Yes,53.450731,-2.156260,389720,394897,SJ897948,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6PU,Yes,53.451072,-2.156622,389696,394935,SJ896949,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6PW,No,53.450746,-2.165596,389100,394900,SJ890949,Reddish North,"Stockport, unparished area",1980-01-01,1996-12-01,74,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6PX,Yes,53.451028,-2.155899,389744,394930,SJ897949,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6PY,Yes,53.450282,-2.156228,389722,394847,SJ897948,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6PZ,Yes,53.449734,-2.155714,389756,394786,SJ897947,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QA,Yes,53.449269,-2.153650,389893,394734,SJ898947,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QB,Yes,53.448937,-2.153754,389886,394697,SJ898946,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QD,Yes,53.448847,-2.153738,389887,394687,SJ898946,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QE,Yes,53.447646,-2.150783,390083,394553,SJ900945,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QF,Yes,53.447907,-2.150603,390095,394582,SJ900945,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QG,Yes,53.448430,-2.149732,390153,394640,SJ901946,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QH,Yes,53.448715,-2.151780,390017,394672,SJ900946,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QJ,Yes,53.449433,-2.152536,389967,394752,SJ899947,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QL,Yes,53.449775,-2.151995,390003,394790,SJ900947,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QN,Yes,53.450060,-2.154209,389856,394822,SJ898948,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QP,Yes,53.451037,-2.155039,389801,394931,SJ898949,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QQ,Yes,53.448474,-2.150394,390109,394645,SJ901946,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6QS,Yes,53.451549,-2.156353,389714,394988,SJ897949,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QU,Yes,53.451988,-2.157273,389653,395037,SJ896950,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6QW,Yes,53.450490,-2.153742,389887,394870,SJ898948,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6QX,No,53.452078,-2.157228,389656,395047,SJ896950,Reddish North,"Stockport, unparished area",1980-01-01,1998-06-01,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6QY,Yes,53.451747,-2.156520,389703,395010,SJ897950,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6QZ,Yes,53.452160,-2.156641,389695,395056,SJ896950,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6RA,Yes,53.452537,-2.156809,389684,395098,SJ896950,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6RD,Yes,53.453058,-2.157127,389663,395156,SJ896951,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6RE,Yes,53.453444,-2.157535,389636,395199,SJ896951,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005896,Stockport 002D,E01005896,Stockport 002D
SK5 6RF,No,53.444707,-2.158014,389602,394227,SJ896942,Reddish North,"Stockport, unparished area",1984-02-01,1998-06-01,83,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RG,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",2007-11-01,2008-12-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6RH,No,53.444707,-2.158014,389602,394227,SJ896942,Reddish North,"Stockport, unparished area",1995-12-01,1997-12-01,83,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RJ,No,53.444733,-2.158180,389591,394230,SJ895942,Reddish North,"Stockport, unparished area",1994-12-01,2001-07-01,82,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RL,Yes,53.449401,-2.156375,389712,394749,SJ897947,Reddish North,"Stockport, unparished area",1997-12-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RN,Yes,53.445920,-2.156963,389672,394362,SJ896943,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RP,Yes,53.448422,-2.155363,389779,394640,SJ897946,Reddish North,"Stockport, unparished area",1990-07-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RQ,No,53.445365,-2.156541,389700,394300,SJ897943,Reddish North,"Stockport, unparished area",1993-08-01,1995-01-01,83,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RR,No,53.448960,-2.156554,389700,394700,SJ897946,Reddish North,"Stockport, unparished area",1980-01-01,1990-12-01,80,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RS,Yes,53.448995,-2.157383,389645,394704,SJ896947,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RT,No,53.449444,-2.157445,389641,394754,SJ896947,Reddish North,"Stockport, unparished area",1980-01-01,2001-07-01,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RU,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",1992-01-01,2006-03-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6RW,No,53.445365,-2.156541,389700,394300,SJ897943,Reddish North,"Stockport, unparished area",1980-01-01,1995-07-01,83,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6RX,No,53.449372,-2.157459,389640,394746,SJ896947,Reddish North,"Stockport, unparished area",1980-01-01,2017-05-01,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RY,Yes,53.448941,-2.157006,389670,394698,SJ896946,Reddish North,"Stockport, unparished area",1980-01-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6RZ,Yes,53.447711,-2.156384,389711,394561,SJ897945,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SA,Yes,53.446578,-2.156756,389686,394435,SJ896944,Reddish North,"Stockport, unparished area",1980-01-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SB,Yes,53.446121,-2.155565,389765,394384,SJ897943,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SD,Yes,53.445862,-2.154495,389836,394355,SJ898943,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SE,Yes,53.447011,-2.155463,389772,394483,SJ897944,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SF,Yes,53.447732,-2.154066,389865,394563,SJ898945,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SG,Yes,53.447685,-2.155420,389775,394558,SJ897945,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SH,Yes,53.447419,-2.152995,389936,394528,SJ899945,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SJ,Yes,53.446736,-2.152571,389964,394452,SJ899944,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SL,Yes,53.446242,-2.152630,389960,394397,SJ899943,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SN,Yes,53.445855,-2.152899,389942,394354,SJ899943,Reddish North,"Stockport, unparished area",1980-01-01,,86,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005886,Stockport 001A,E01005886,Stockport 001A
SK5 6SP,Yes,53.445837,-2.152538,389966,394352,SJ899943,Reddish North,"Stockport, unparished area",1980-01-01,,86,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SQ,Yes,53.447966,-2.153449,389906,394589,SJ899945,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SR,Yes,53.444753,-2.150080,390129,394231,SJ901942,Reddish North,"Stockport, unparished area",1980-01-01,,87,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SS,Yes,53.445184,-2.150398,390108,394279,SJ901942,Reddish North,"Stockport, unparished area",1980-01-01,,86,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6ST,Yes,53.445796,-2.149436,390172,394347,SJ901943,Reddish North,"Stockport, unparished area",1980-01-01,,87,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SU,Yes,53.446262,-2.151064,390064,394399,SJ900943,Reddish North,"Stockport, unparished area",1980-01-01,,86,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SW,Yes,53.445270,-2.152942,389939,394289,SJ899942,Reddish North,"Stockport, unparished area",1980-01-01,,87,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SX,Yes,53.445921,-2.150310,390114,394361,SJ901943,Reddish North,"Stockport, unparished area",1980-01-01,,87,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SY,Yes,53.445533,-2.151302,390048,394318,SJ900943,Reddish North,"Stockport, unparished area",1980-01-01,,86,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6SZ,Yes,53.446974,-2.148868,390210,394478,SJ902944,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6TB,No,53.447166,-2.153537,389900,394500,SJ898944,Reddish North,"Stockport, unparished area",1994-05-01,1995-07-01,84,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005888,Stockport 001B,E01005888,Stockport 001B
SK5 6TD,Yes,53.447951,-2.156910,389676,394588,SJ896945,Reddish North,"Stockport, unparished area",1986-07-01,,81,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6TE,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",2007-07-01,2008-07-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6TF,No,53.444707,-2.158014,389602,394227,SJ896942,Reddish North,"Stockport, unparished area",1996-12-01,1997-12-01,83,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6TG,No,53.441773,-2.153517,389900,393900,SJ899938,Reddish North,"Stockport, unparished area",1995-07-01,1996-06-01,80,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005891,Stockport 001D,E01005891,Stockport 001D
SK5 6TH,Yes,53.435828,-2.156566,389696,393239,SJ896932,Reddish South,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TJ,Yes,53.435510,-2.158204,389587,393204,SJ895932,Reddish South,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TL,Yes,53.436610,-2.155423,389772,393326,SJ897933,Reddish South,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TN,Yes,53.437078,-2.155653,389757,393378,SJ897933,Reddish South,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TP,Yes,53.444283,-2.151810,390014,394179,SJ900941,Reddish North,"Stockport, unparished area",1980-01-01,,88,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6TQ,Yes,53.441999,-2.152419,389973,393925,SJ899939,Reddish North,"Stockport, unparished area",1987-10-01,,80,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005891,Stockport 001D,E01005891,Stockport 001D
SK5 6TR,Yes,53.438039,-2.156800,389681,393485,SJ896934,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TS,Yes,53.438381,-2.156154,389724,393523,SJ897935,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TT,Yes,53.438005,-2.155174,389789,393481,SJ897934,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TU,Yes,53.438616,-2.155417,389773,393549,SJ897935,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TW,Yes,53.437553,-2.156074,389729,393431,SJ897934,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005892,Stockport 003B,E01005892,Stockport 003B
SK5 6TX,Yes,53.438671,-2.154605,389827,393555,SJ898935,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005891,Stockport 001D,E01005891,Stockport 001D
SK5 6TY,Yes,53.439714,-2.153826,389879,393671,SJ898936,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005891,Stockport 001D,E01005891,Stockport 001D
SK5 6TZ,Yes,53.439729,-2.156460,389704,393673,SJ897936,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UA,Yes,53.440036,-2.155182,389789,393707,SJ897937,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UB,Yes,53.439809,-2.156822,389680,393682,SJ896936,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UD,Yes,53.440168,-2.157847,389612,393722,SJ896937,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005893,Stockport 002C,E01005893,Stockport 002C
SK5 6UE,Yes,53.440560,-2.158689,389556,393766,SJ895937,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005893,Stockport 002C,E01005893,Stockport 002C
SK5 6UF,Yes,53.440734,-2.157759,389618,393785,SJ896937,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005893,Stockport 002C,E01005893,Stockport 002C
SK5 6UG,Yes,53.441183,-2.158377,389577,393835,SJ895938,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005893,Stockport 002C,E01005893,Stockport 002C
SK5 6UH,Yes,53.441706,-2.157085,389663,393893,SJ896938,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UJ,Yes,53.442514,-2.157645,389626,393983,SJ896939,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UL,Yes,53.442047,-2.156981,389670,393931,SJ896939,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UN,Yes,53.442642,-2.155628,389760,393997,SJ897939,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UP,Yes,53.443542,-2.155149,389792,394097,SJ897940,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UQ,Yes,53.441013,-2.157564,389631,393816,SJ896938,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005894,Stockport 001E,E01005894,Stockport 001E
SK5 6UR,Yes,53.443055,-2.156503,389702,394043,SJ897940,Reddish North,"Stockport, unparished area",1980-01-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6US,Yes,53.443666,-2.156339,389713,394111,SJ897941,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UT,Yes,53.443440,-2.157227,389654,394086,SJ896940,Reddish North,"Stockport, unparished area",1986-07-01,,83,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UU,Yes,53.444368,-2.155393,389776,394189,SJ897941,Reddish North,"Stockport, unparished area",1980-01-01,,85,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UW,Yes,53.442506,-2.156666,389691,393982,SJ896939,Reddish North,"Stockport, unparished area",1980-01-01,,82,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UX,Yes,53.444845,-2.155350,389779,394242,SJ897942,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UY,Yes,53.445538,-2.154946,389806,394319,SJ898943,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6UZ,Yes,53.444611,-2.155786,389750,394216,SJ897942,Reddish North,"Stockport, unparished area",1980-01-01,,84,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6WA,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",2005-08-01,2006-02-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6WB,No,53.444707,-2.157999,389603,394227,SJ896942,Reddish North,"Stockport, unparished area",1996-06-01,1998-12-01,83,England,2024-09-07,Postcode sector mean (mainly PO Boxes),E01005889,Stockport 001C,E01005889,Stockport 001C
SK5 6WD,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",2001-12-01,2008-06-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6WE,No,53.407561,-2.161562,389357,390095,SJ893900,Brinnington & Stockport Central,"Stockport, unparished area",2001-12-01,2007-05-01,66,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005822,Stockport 016D,E01005822,Stockport 016D
SK5 6WF,No,53.444611,-2.155786,389750,394216,SJ897942,Reddish North,"Stockport, unparished area",2002-05-01,2003-11-01,84,England,2024-09-07,Imputed by ONS by reference to surrounding postcode grid references,E01005889,Stockport 001C,E01005889,Stockport 001C
