Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
M28 1AA,Yes,53.507293,-2.426300,371824,401263,SD718012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AD,Yes,53.509075,-2.423242,372028,401460,SD720014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AE,Yes,53.508417,-2.426175,371833,401388,SD718013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AF,Yes,53.507976,-2.428991,371646,401340,SD716013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AG,Yes,53.507055,-2.435103,371240,401240,SD712012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AH,Yes,53.508411,-2.430427,371551,401389,SD715013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AJ,No,53.507619,-2.428173,371700,401300,SD716013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,1999-06-01,52,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AL,Yes,53.509227,-2.430843,371524,401480,SD715014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AN,Yes,53.508557,-2.432223,371432,401406,SD714014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AP,Yes,53.508549,-2.436700,371135,401407,SD711014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,47,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AQ,Yes,53.507966,-2.436242,371165,401342,SD711013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AR,Yes,53.508963,-2.431427,371485,401451,SD714014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AS,Yes,53.506855,-2.433110,371372,401217,SD713012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AT,Yes,53.507313,-2.433251,371363,401268,SD713012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AU,Yes,53.507771,-2.433240,371364,401319,SD713013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AW,Yes,53.508023,-2.433409,371353,401347,SD713013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AX,Yes,53.506673,-2.431269,371494,401196,SD714011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1AY,Yes,53.507308,-2.429542,371609,401266,SD716012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1AZ,Yes,53.506415,-2.428085,371705,401166,SD717011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BA,Yes,53.506612,-2.425871,371852,401187,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BB,Yes,53.512067,-2.420949,372182,401792,SD721017,Tyldesley & Mosley Common,"Wigan, unparished area",2008-09-01,,57,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BD,Yes,53.513967,-2.419745,372263,402003,SD722020,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,58,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BE,Yes,53.514810,-2.420479,372215,402097,SD722020,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,57,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BF,Yes,53.515214,-2.420270,372229,402142,SD722021,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,57,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BG,Yes,53.506405,-2.433120,371371,401167,SD713011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1BH,Yes,53.516223,-2.425183,371904,402256,SD719022,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,58,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BJ,Yes,53.513488,-2.428217,371701,401953,SD717019,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,56,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BL,Yes,53.507305,-2.427868,371720,401265,SD717012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BN,Yes,53.506524,-2.425176,371898,401177,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BP,Yes,53.505626,-2.430113,371570,401079,SD715010,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BQ,Yes,53.506414,-2.430799,371525,401167,SD715011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BR,Yes,53.507007,-2.423342,372020,401230,SD720012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BS,Yes,53.507235,-2.425078,371905,401256,SD719012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BT,Yes,53.505972,-2.426166,371832,401116,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BU,Yes,53.506504,-2.423141,372033,401174,SD720011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1BW,Yes,53.506053,-2.433720,371331,401128,SD713011,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,47,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1DL,No,53.503545,-2.441233,370831,400852,SD708008,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,2020-02-01,34,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 1DN,Yes,53.504911,-2.433451,371348,401001,SD713010,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,42,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1DP,Yes,53.505084,-2.438068,371042,401022,SD710010,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,39,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1DQ,Yes,53.507566,-2.427780,371726,401294,SD717012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1DR,Yes,53.503136,-2.439660,370935,400806,SD709008,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,33,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 1DT,Yes,53.507655,-2.423212,372029,401302,SD720013,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1DU,Yes,53.503797,-2.440737,370864,400880,SD708008,Tyldesley & Mosley Common,"Wigan, unparished area",2011-02-01,,35,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 1DW,Yes,53.504493,-2.434834,371256,400955,SD712009,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,39,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 1EJ,Yes,53.508855,-2.429391,371620,401438,SD716014,Tyldesley & Mosley Common,"Wigan, unparished area",2001-12-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1EL,Yes,53.505041,-2.432715,371397,401015,SD713010,Tyldesley & Mosley Common,"Wigan, unparished area",2005-07-01,,44,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1EQ,Yes,53.507452,-2.427236,371762,401281,SD717012,Tyldesley & Mosley Common,"Wigan, unparished area",2008-03-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1FD,Yes,53.505378,-2.436004,371179,401054,SD711010,Tyldesley & Mosley Common,"Wigan, unparished area",2016-11-01,,42,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1FE,Yes,53.505413,-2.436487,371147,401058,SD711010,Tyldesley & Mosley Common,"Wigan, unparished area",2017-06-01,,42,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1FF,Yes,53.508625,-2.435510,371214,401415,SD712014,Tyldesley & Mosley Common,"Wigan, unparished area",2018-05-01,,45,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1FJ,Yes,53.504911,-2.440929,370852,401004,SD708010,Tyldesley & Mosley Common,"Wigan, unparished area",2011-05-01,,36,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1GD,Yes,53.508873,-2.434019,371313,401442,SD713014,Tyldesley & Mosley Common,"Wigan, unparished area",2018-10-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1NL,No,53.510184,-2.431861,371457,401587,SD714015,Tyldesley & Mosley Common,"Wigan, unparished area",1995-12-01,2021-02-01,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1NP,No,53.503818,-2.435371,371220,400880,SD712008,Tyldesley & Mosley Common,"Wigan, unparished area",1995-01-01,2013-07-01,35,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 1NR,Yes,53.505327,-2.435415,371218,401048,SD712010,Tyldesley & Mosley Common,"Wigan, unparished area",2019-10-01,,40,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1NU,Yes,53.510969,-2.428718,371666,401673,SD716016,Tyldesley & Mosley Common,"Wigan, unparished area",2020-09-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1NX,Yes,53.511129,-2.429127,371639,401691,SD716016,Tyldesley & Mosley Common,"Wigan, unparished area",2020-09-01,,45,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1PA,Yes,53.509440,-2.429322,371625,401503,SD716015,Tyldesley & Mosley Common,"Wigan, unparished area",2002-06-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1PD,Yes,53.510505,-2.430312,371560,401622,SD715016,Tyldesley & Mosley Common,"Wigan, unparished area",2021-04-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1PE,Yes,53.511494,-2.430050,371578,401732,SD715017,Tyldesley & Mosley Common,"Wigan, unparished area",2022-02-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PF,Yes,53.510971,-2.428100,371707,401673,SD717016,Tyldesley & Mosley Common,"Wigan, unparished area",2023-02-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1PG,Yes,53.510467,-2.428140,371704,401617,SD717016,Tyldesley & Mosley Common,"Wigan, unparished area",2023-07-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1PH,Yes,53.508650,-2.438661,371005,401419,SD710014,Tyldesley & Mosley Common,"Wigan, unparished area",2020-10-01,,41,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PJ,Yes,53.508870,-2.437427,371087,401443,SD710014,Tyldesley & Mosley Common,"Wigan, unparished area",2021-04-01,,42,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PN,Yes,53.508105,-2.437585,371076,401358,SD710013,Tyldesley & Mosley Common,"Wigan, unparished area",2021-01-01,,44,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PQ,Yes,53.508998,-2.439178,370971,401458,SD709014,Tyldesley & Mosley Common,"Wigan, unparished area",2022-10-01,,43,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PR,Yes,53.508189,-2.439350,370959,401368,SD709013,Tyldesley & Mosley Common,"Wigan, unparished area",2022-04-01,,44,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PS,Yes,53.507068,-2.436036,371178,401242,SD711012,Tyldesley & Mosley Common,"Wigan, unparished area",2021-02-01,,47,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PT,Yes,53.506533,-2.437237,371098,401183,SD710011,Tyldesley & Mosley Common,"Wigan, unparished area",2021-06-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PU,Yes,53.506802,-2.437451,371084,401213,SD710012,Tyldesley & Mosley Common,"Wigan, unparished area",2022-11-01,,46,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1PY,Yes,53.506056,-2.437579,371075,401130,SD710011,Tyldesley & Mosley Common,"Wigan, unparished area",2022-07-01,,44,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1QA,Yes,53.511096,-2.430740,371532,401688,SD715016,Tyldesley & Mosley Common,"Wigan, unparished area",2022-12-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1SA,Yes,53.508582,-2.432842,371391,401409,SD713014,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1SB,Yes,53.505753,-2.432134,371436,401094,SD714010,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 1SD,Yes,53.507557,-2.430283,371560,401294,SD715012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1SE,Yes,53.507367,-2.423240,372027,401270,SD720012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1SF,Yes,53.507050,-2.423960,371979,401235,SD719012,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 1XW,No,53.503359,-2.437990,371046,400830,SD710008,Tyldesley & Mosley Common,"Wigan, unparished area",1994-05-01,2022-07-01,33,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006250,Wigan 029A,E01006250,Wigan 029A
M28 4AD,No,53.508956,-2.423723,371996,401447,SD719014,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AE,No,53.508426,-2.426115,371837,401389,SD718013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AF,No,53.507975,-2.429217,371631,401340,SD716013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AG,No,53.507054,-2.435148,371237,401240,SD712012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AH,No,53.508474,-2.430488,371547,401396,SD715013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AJ,No,53.507619,-2.428173,371700,401300,SD716013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AL,No,53.509227,-2.430843,371524,401480,SD715014,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AN,No,53.508879,-2.432845,371391,401442,SD713014,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AP,No,53.508421,-2.435117,371240,401392,SD712013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,47,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AQ,No,53.508007,-2.435158,371237,401346,SD712013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,48,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AR,No,53.506698,-2.434194,371300,401200,SD713011,Tyldesley & Mosley Common,"Wigan, unparished area",1981-09-01,1990-12-01,48,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AS,No,53.506594,-2.433138,371370,401188,SD713011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AT,No,53.507331,-2.433266,371362,401270,SD713012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AU,No,53.507511,-2.433253,371363,401290,SD713012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AW,No,53.508005,-2.433318,371359,401345,SD713013,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AX,No,53.506727,-2.431255,371495,401202,SD714012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4AY,No,53.507308,-2.429542,371609,401266,SD716012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4AZ,No,53.506415,-2.428010,371710,401166,SD717011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BA,No,53.506612,-2.425871,371852,401187,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BB,No,53.512049,-2.420979,372180,401790,SD721017,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,57,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BD,No,53.513760,-2.419926,372251,401980,SD722019,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,58,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BE,No,53.514783,-2.420418,372219,402094,SD722020,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,57,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BG,No,53.506432,-2.433272,371361,401170,SD713011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,49,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006380,Wigan 029D,E01006380,Wigan 029D
M28 4BH,No,53.516214,-2.425213,371902,402255,SD719022,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,58,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BJ,No,53.514750,-2.429783,371598,402094,SD715020,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,58,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BL,No,53.507305,-2.427868,371720,401265,SD717012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BN,No,53.506524,-2.425176,371898,401177,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1987-04-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BP,No,53.505626,-2.430113,371570,401079,SD715010,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BQ,No,53.506414,-2.430799,371525,401167,SD715011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,52,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BR,No,53.507025,-2.423372,372018,401232,SD720012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BS,No,53.507235,-2.425078,371905,401256,SD719012,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BT,No,53.505990,-2.426181,371831,401118,SD718011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,51,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4BU,No,53.506531,-2.423141,372033,401177,SD720011,Tyldesley & Mosley Common,"Wigan, unparished area",1980-01-01,1994-05-01,50,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01006379,Wigan 029C,E01006379,Wigan 029C
M28 4DG,No,53.504890,-2.437191,371100,401000,SD711010,Tyldesley & Mosley Common,"Wigan, unparished area",1991-01-01,1991-12-01,39,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01006380,Wigan 029D,E01006380,Wigan 029D
